Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
USP13	8975	0.00632129145848452	0.000891706216863721	-0.83933521817094
BEX4	56271	0.00632129145848452	0.000891896977313438	-0.911128514405985
RBM10	8241	0.00633650873609131	0.000894328410672134	-0.46161071491026
CDH1	999	0.00633885543889346	0.000894944092391456	-1.37089664755128
SHMT2	6472	0.0063427964744703	0.000896050320227876	-0.474838491012822
CCNT1	904	0.0063427964744703	0.000896069797676817	0.439974270410255
STAR	6770	0.00634840998595812	0.000897147737996775	1.28016651357692
ZCCHC10	54819	0.00636399494984371	0.000899635780281277	-0.715496200764961
ARHGAP45	23526	0.00638858313914821	0.000903398351723557	0.372620337914528
HOMER3	9454	0.00638913669152009	0.000903907472912561	1.15777218595299
OPTN	10133	0.00638913669152009	0.000904050082500688	-0.720304619893162
PLEKHB2	55041	0.00641096907506781	0.00090742702790306	0.568277204414528
ME1	4199	0.00641669119011582	0.000909122774778047	0.871444298769231
CHD4	1108	0.00641669119011582	0.000909219908499095	-0.506754691376067
WDR70	55100	0.00641669119011582	0.000909297451401505	-0.428248906564104
EXPH5	23086	0.00641669119011582	0.000909388806641196	-0.171666173418804
FAS	355	0.00641978616742369	0.000910115536637412	0.79558684426923
KRCC1	51315	0.00643570755897132	0.000912661485722271	-0.994340621012818
TNFRSF10B	8795	0.00643678232848394	0.000913102766249506	0.829935085705129
COL4A5	1287	0.00644502541756713	0.000914561341396906	1.24101157952137
DNAJB9	4189	0.00644841438729961	0.000915331629808762	-0.734678964538463
BRD7	29117	0.0064536200220892	0.000916360173670073	-0.361948359995726
PITPNA	5306	0.00648406374987596	0.000920973915916053	0.525791445004273
CEBPD	1052	0.0064911360246588	0.000922269741689618	2.00736173194872
TRIM44	54765	0.00653162024558761	0.000928638453388621	-0.600859392952993
HBS1L	10767	0.00653162024558761	0.000928655983312247	-0.735305639393165
ACTA2	59	0.00653162024558761	0.000928901160448195	0.642574554948716
CHST8	64377	0.00653462838951543	0.000929622222984514	0.207707815726494
ATP5G2	517	0.00654033084074938	0.000930726971054897	-0.315011869572649
NDUFB3	4709	0.00654594442127007	0.000931819580140406	-0.452482468534189
RBPMS	11030	0.00654991586385877	0.000932678859939141	-1.25894495964102
BRAP	8315	0.006556003570446	0.000933839937737092	-0.454963306226496
STX11	8676	0.00655859632240136	0.000934503582265598	1.32090138657693
PKP4	8502	0.00656529157646248	0.000935752189868727	-0.880975826538463
PTH2R	5746	0.0065662011631339	0.000936176506542046	0.818326505128204
PSMB8	5696	0.00657093726738571	0.000937146642541479	-0.572759541068379
LSM14A	26065	0.00658122785876874	0.000939003995777577	-0.299565823816241
FAM127A	8933	0.00658122785876874	0.000939204980966863	-1.05614169897436
BIN1	274	0.00659199314688835	0.000941037122481346	-1.3902007895641
RBM47	54502	0.00660406674837924	0.000943057056650484	1.21968230692735
AAMP	14	0.0066181008063281	0.000945358114551108	-0.38593293168376
TAGLN	6876	0.00661881216125157	0.000945756761720818	0.605527534747864
HCRP1	387535	0.00663751731235404	0.000948727399355905	0.894683716230769
RLN2	6019	0.00664554883991619	0.000950173612349009	-0.293908257841881
MED22	6837	0.00665833843019967	0.000952301062560982	-0.285201432051282
ERG	2078	0.00667112974712943	0.000954707583465156	-0.314236240893164
UBE2L3	7332	0.00667112974712943	0.000954729289754331	0.360296778478631
ALDH6A1	4329	0.00668613948285138	0.000957177442458192	-0.529546325884616
NAE1	8883	0.00669358122938914	0.000958543181034005	-0.544325427871795
LSG1	55341	0.0067056865877942	0.000960577641620926	-0.490867795978634
TPGS2	25941	0.00670732119397349	0.000961112802241949	-0.696307402799144
BTF3	689	0.00670810985523194	0.000961526853548032	-0.326569527094016
ARAP3	64411	0.00671522031643528	0.000962847413320053	0.525360193004271
POMP	51371	0.00674989490760931	0.000968122071746145	0.389096947816242
HELZ	9931	0.00675374631182425	0.000968977559525294	0.621560767628208
ATP6V0E1	8992	0.00675994871527361	0.00097017080247027	0.901223756867518
PAPOLG	64895	0.00677227057841192	0.000972243126165226	-1.00436105399145
BAALC	79870	0.00678883829515051	0.000974926291095527	-1.96826254881624
NCK1	4690	0.00680779286123901	0.000977953819002203	-0.594593165760685
ASXL1	171023	0.00681590051497171	0.000979424379524275	-0.464395085205132
API5	8539	0.00682438588631594	0.000980949961579229	-0.502144325452994
TMEM106C	79022	0.0068549755555929	0.000985800911027383	-0.871349758230769
ZNF79	7633	0.0068549755555929	0.000985962242771407	-0.383169095115385
FCGRT	2217	0.00688281663776416	0.000990275552693618	0.948615049059828
HMGCR	3156	0.00688830292045561	0.000991374027998974	-0.791000051217951
NME1	4830	0.00691121328774494	0.000994981475882321	-0.944022374230768
CAPZB	832	0.00692218575241579	0.000997150366885244	0.448661394329061
ELMO2	63916	0.00692218575241579	0.000997182437968616	0.576280689316238
CTSB	1508	0.0069292506038187	0.000998511138036254	1.18158307967521
NFATC3	4775	0.00694736098573241	0.00100143263861116	0.824922047008546
LRRK1	79705	0.0069612078510962	0.0010037410055007	0.36118922118376
LILRA1	11024	0.0069651331804836	0.00100475529861126	0.623224489401709
CHAF1B	8208	0.0069651331804836	0.00100493215344679	-0.306919941333335
MICA	100507436	0.00698488362791349	0.00100809521820984	-0.596082224517096
TLR5	7100	0.00698996666159468	0.00100944158541743	0.953457982897436
MTX2	10651	0.00698996666159468	0.00100945620953245	-0.569805118427353
BYSL	705	0.00701122696110855	0.00101284116087638	-0.328063809705129
SMARCA4	6597	0.00702208975970255	0.00101472553185129	-0.836919232068378
GGT2///GGTLC1///GGTLC2///GGT1	728441///92086///91227///2678	0.00702283944155717	0.00101514903025875	0.759582545683759
TBC1D5	9779	0.00705046978777829	0.00101945939308987	0.724403125858973
SLC37A1	54020	0.00706346833216599	0.00102165590066737	-0.61780548118376
TGFBRAP1	9392	0.00706613957273347	0.00102278594093657	-0.819277871273505
RITA1	84934	0.00706613957273347	0.00102299057507324	-0.386996520982906
ACTR3	10096	0.00706613957273347	0.00102299359429333	0.467302734615384
ACAT2	39	0.00707130553867882	0.0010243224324764	-0.411896120623934
SNX10	29887	0.00707130553867882	0.00102437617371338	0.842096259042733
RMND1	55005	0.00707308597969412	0.00102495151588351	-0.591394285705128
RAD51	5888	0.00709080632194242	0.00102783756315909	-0.731019276235044
FAM134B	54463	0.0071296849187269	0.00103379311458989	-0.731381929269232
NCAM1	4684	0.00713410317734543	0.00103501745911555	0.198647749905983
MTMR11	10903	0.00713410317734543	0.0010351069567211	1.27593233844017
ANK1	286	0.00713410317734543	0.00103539899943254	-0.635361184247865
SSR3	6747	0.00713410317734543	0.00103571439118218	-0.857478943508547
PTGR2///ZNF410	145482///57862	0.00714791861069879	0.00103804086632057	-0.486060968764955
PPP2CB	5516	0.00714926442093588	0.00103855714807564	-0.649658635568374
MARCH1	55016	0.0071520424525565	0.0010393094713726	1.19897921099145
TIMM10	26519	0.0071520424525565	0.0010396026344671	-0.737383648427351
DAPK1	1612	0.00715213671055692	0.00104018173939516	-1.10200484634615
PEX5	5830	0.00715213671055692	0.00104025827217677	-0.576419280350428
SON	6651	0.00716985641971577	0.00104315731780813	-0.755050447397439
GOLGA4	2803	0.00717483866157462	0.00104420418164011	0.507002410905983
ILF3	3609	0.00717634022138888	0.00104474476857629	-0.608150670145298
RANBP1	5902	0.00719704527590673	0.00104808203205661	-0.787410404299148
RPL35A	6165	0.00720645324012527	0.00104977548882317	0.428071730833333
TMED7-TICAM2///TMED7	100302736///51014	0.00723752695181171	0.00105492523789398	0.475488431162392
LEPROTL1	23484	0.00723752695181171	0.00105495164652356	-1.08723877412821
FUBP1	8880	0.00724630175913561	0.00105655586839436	-0.352346847047008
ZNF32	7580	0.00725281182679336	0.00105783056307851	-0.755036001260684
ANK1	286	0.00725656442572014	0.00105870353848298	-0.666357536564102
RNF19A	25897	0.0072573939550911	0.0010591502554394	0.262730013799142
LBR	3930	0.00726452782262861	0.00106051739025315	-0.754300027076926
NLRP1	22861	0.00730502505079915	0.00106675723714493	1.01751502232051
SLC11A1	6556	0.00731197149709666	0.00106809977216037	1.07147456102991
VAMP3	9341	0.00733559405345382	0.00107195140831876	0.607668830525641
ITM2B	9445	0.00733559405345382	0.00107220885123633	0.569986780987181
GAMT	2593	0.0073428435819219	0.00107359800699643	-0.861740794141027
NEK9	91754	0.00734811756757662	0.00107469888043496	-0.611983490367522
ANKMY1	51281	0.00735036649421711	0.00107535766149746	0.0937801878119653
TAX1BP1	8887	0.00735743486902911	0.00107672194533519	0.486943628692306
CSNK1A1	1452	0.00736714279421765	0.00107847326637966	0.692824136709402
STT3A	3703	0.00737872072453661	0.00108049929202365	-1.03881433792308
BPTF	2186	0.00738900854630107	0.00108233738253946	-0.845421724273504
UROS	7390	0.0073934509470451	0.00108331990046682	-0.596174961927352
VWA5A	4013	0.00739739744477339	0.00108423013304447	-0.66512008719231
MIR6840///STAG3L5P-PVRIG2P-PILRB///PILRB	102466747///101752399///29990	0.0074078604761307	0.00108609613496921	-0.817643944388889
ZNF33B	7582	0.00741296265732489	0.00108717685967499	-0.559461116769229
MMS19	64210	0.00742395098386129	0.00108912156200882	-0.39517836521795
SP100	6672	0.00744680978699259	0.00109280922692033	0.519968471260683
PLEK	5341	0.00745024976988137	0.0010936483865405	0.551060070841883
TSPAN6	7105	0.00748565118299994	0.00109965796747735	-0.206557206307693
TLR4	7099	0.00748565118299994	0.00109977817366219	1.40715031561538
ITPK1	3705	0.00748565118299994	0.00109985289113413	0.188127467547009
PDLIM7	9260	0.00749890503349561	0.00110213678520388	0.591052629457265
PTGES	9536	0.00752010748843513	0.00110559045604782	0.337932776880341
WDR61	80349	0.00753330437135097	0.00110786870820433	-0.497294554115384
BCL2L1	598	0.00754021527320618	0.00110922342887268	-0.531240800307692
MRM1	79922	0.00754350411183156	0.00111004577402934	-0.250756072790598
ISCA1	81689	0.00754580640204535	0.00111109524776952	-0.716864650666667
MEF2D	4209	0.00754580640204535	0.00111126539226609	0.501190260525642
MUC1	4582	0.00754580640204535	0.00111140046724018	-0.488522651568378
CLUHP3	100132341	0.00755604546867368	0.00111324764500542	-0.686014088200854
ARMC8	25852	0.00755604723221338	0.00111358699953277	-0.703947238709401
KCTD2	23510	0.00760646997800746	0.00112135950624936	-0.448002478217949
TRAM1	23471	0.0076242537405596	0.00112432337618269	0.578437705089742
AKAP8L	26993	0.00763510115222019	0.00112626565037687	0.292706936521369
SERPINB1	1992	0.00764325661504208	0.00112781168380642	-0.539899077816237
PPP2R5A	5525	0.00766364607474572	0.00113150250183988	0.375318818547008
RCE1	9986	0.00766364607474572	0.00113150812663974	0.185619469452992
ELK1	2002	0.00767340314576804	0.00113329308229245	0.378092416158119
LOC101930591///FAM21A///FAM21C	101930591///387680///253725	0.00767702187660861	0.00113474075984274	0.314320538277773
CYLD	1540	0.00767702187660861	0.00113477241270042	1.06135726246581
CHST7	56548	0.00767702187660861	0.00113499071659686	1.1161787609188
COQ7	10229	0.00767702187660861	0.00113520563135239	-0.216005835183761
NMB	4828	0.00767823426185249	0.00113572948557491	0.296281020692308
TMEM268	203197	0.00768731092676598	0.00113741705001784	-0.948361559837607
MARCKS	4082	0.00769589164327981	0.00113913212494452	1.10068101418376
PPT2-EGFL8///EGFL8///PPT2	100532746///80864///9374	0.00769589164327981	0.00113945467677603	-0.578367929978633
NRXN2	9379	0.00769589164327981	0.0011397227672586	0.599335410346153
ORC1	4998	0.00774922768170305	0.00114796932986141	-0.765029849888887
SDR39U1	56948	0.00775609396760476	0.00114935984544608	-0.539688555867519
FAM129A	116496	0.00775609396760476	0.00114968264484129	0.975577591722223
PMS1	5378	0.00777255038404106	0.00115247078350633	-0.674788002799147
CTRL	1506	0.00777360637180893	0.0011529762176919	0.440653273482906
ZNF669	79862	0.00779230755833731	0.00115609966287588	-0.473665567623932
ZNF767P	79970	0.00779683148473623	0.00115712075214391	-0.688925367683761
GTF2I	2969	0.00779900437043525	0.00115779322610958	-0.484148649641025
DNPEP	23549	0.00779992388043786	0.00115827977024498	0.224781865833334
PMM1	5372	0.00782062084922498	0.0011617042144655	0.491996055747862
DESI1	27351	0.00782802453428956	0.00116348816278762	0.558966075162393
BCL6	604	0.00782802453428956	0.00116350658607759	1.11652608710257
SOAT1	6646	0.00782962164976254	0.00116409534289204	0.802395698606837
PIN4	5303	0.00783501632048965	0.00116524902778363	-0.397329290008548
ENSA	2029	0.00786345583875453	0.00116983153549662	-0.428194265089746
		0.00788100482574358	0.00117279594319282	-0.220979483418807
RPSAP19///RPSAP9///SNORA6///RPSAP58///SNORA62///RPSA	730029///653162///574040///388524///6044///3921	0.0078951626000922	0.00117525711728698	-0.432688237179491
EEF1D	1936	0.00792123337997966	0.00117978828718713	-0.385240234230771
IQCB1	9657	0.00792123337997966	0.00117984892465792	-0.400035463581198
ENG	2022	0.00793710974849205	0.00118256986783618	0.277806602376067
NAPG	8774	0.00795409068035482	0.00118545685722113	0.454297423333333
B4GAT1	11041	0.00797092835480221	0.00118836512903969	-0.547995189346154
SNORD35B///RPS11	84546///6205	0.00797092835480221	0.00118868172701197	-0.178792764102562
ZNF395	55893	0.00797704149163838	0.00118995134937872	-1.14246086494444
BSG	682	0.00798547639607734	0.00119156796737231	0.975802502803419
CCPG1	9236	0.00803123732604539	0.00119875669103922	0.490674659957264
NDUFS2	4720	0.00803328682947081	0.00119942311545346	-0.392307012833335
CFDP1	10428	0.00803433703869991	0.00119996464342996	-0.492488304269231
FRAT1	10023	0.00803433703869991	0.00120030103674694	0.811470432914532
DGCR2	9993	0.00806649096134789	0.00120546671908129	-0.683895136294873
ATG4B	23192	0.00806688628382913	0.00120588781633689	-0.312615093769233
NXN	64359	0.00808353685977834	0.00120873961391112	-0.184829247457265
ZFAND5	7763	0.00808456470117683	0.00120925612121448	0.882783191713674
DDAH1	23576	0.00809095008492612	0.00121057432047497	-0.340583230239317
TMED7-TICAM2///TMED7	100302736///51014	0.0081102318634405	0.00121382324034349	0.654102600200854
TXNL4A	10907	0.00811778399856039	0.00121531783957265	0.15787725832906
ME1	4199	0.00813515983970935	0.0012186393386574	0.387406653376067
		0.00813515983970935	0.00121887746297879	0.418758058961539
PHF20	51230	0.00813515983970935	0.00121901443722971	-0.762162322435898
CHPF	79586	0.00813662400430617	0.00121959898462427	0.14077488192735
		0.00814340751035736	0.00122098121851205	0.229460968277777
MDH2	4191	0.00815380606255093	0.0012229062451665	-0.320656036196585
NFYA	4800	0.0081663874482808	0.00122515968404625	-0.46630225454701
PRKCZ	5590	0.00816885933477493	0.00122589712406262	-0.557995382880343
PHLDA2	7262	0.00817018215376096	0.0012264622943199	1.43210857740598
BTD	686	0.0081706623042673	0.00122719325132255	0.307847812162394
PBX3	5090	0.0081706623042673	0.00122726772572736	1.41745123975641
CLEC2D	29121	0.0081977204933615	0.00123171058807489	0.714648170850429
CRCP	27297	0.0081977204933615	0.001232067761624	0.478701753534185
ESD	2098	0.00821563976078585	0.00123512961444297	-0.412458241012821
HIPK1	204851	0.00822096813433238	0.00123629961038226	-0.419147632106839
CCND2	894	0.00822761656882022	0.00123766865945723	-0.859719645141026
GCLC	2729	0.00823211399201419	0.00123890833338393	-0.759821602384618
GNB1	2782	0.00823211399201419	0.00123913018174184	0.492807688405984
GNS	2799	0.00823211399201419	0.00123945350460924	1.12705483364957
PDS5B	23047	0.00824759425524521	0.00124215439216456	0.608515376876067
PPP6C	5537	0.00824986907724745	0.00124286723027957	0.346055058679484
VASP	7408	0.00825774546617168	0.00124442441661376	0.570106047457264
CHUK	1147	0.00828427620150591	0.00124879431678223	0.507038664773503
SNORA70///RPL10	26778///6134	0.00828903796620612	0.00124988410745647	-0.267652430384617
SLC4A4	8671	0.00828906173719832	0.00125025968221171	0.397381733401708
NAGA	4668	0.00829412681034155	0.00125139587741185	0.920941841405983
CSTF2	1478	0.00830775534251087	0.00125393515560398	-0.493325743820514
SUOX	6821	0.00830775534251087	0.00125419777284058	-0.658377474564102
RBFOX2	23543	0.00833254529562556	0.00125831418210205	-0.372959113418804
ILK	3611	0.00834080125132175	0.00125993524264906	0.389425406747863
ORC4	5000	0.00835650582640083	0.00126268254353057	-0.568194359145303
FKBP4	2288	0.00839811363091697	0.00126934643939004	-0.934740725064103
ZNF133	7692	0.00840104887832474	0.00127033880414553	-0.653128512243592
LAT2	7462	0.00840104887832474	0.00127082961199156	0.544023324123931
CCDC86	79080	0.00840104887832474	0.00127139478291535	-0.64760191629487
RNF144A	9781	0.00840104887832474	0.00127163807063544	-1.20243472821795
PRICKLE3	4007	0.00840104887832474	0.00127167517240001	0.155922770628205
LMF1	64788	0.00841082031124268	0.00127353173855104	-0.369789239299147
KPNB1	3837	0.00846997351344576	0.0012828685817834	-0.454630702474356
CDS2	8760	0.00847622601021898	0.00128419597946862	0.514876350260683
AKAP1	8165	0.00848886862550751	0.00128649236405955	-0.686906661777781
TOR1AIP1	26092	0.00851691299836373	0.00129112471877542	0.556390105145299
RPL32	6161	0.00853250430607318	0.00129387120451561	-0.25689905769231
AMD1	262	0.00854434643934095	0.00129610890990458	-0.576806622820513
VRK2	7444	0.00854434643934095	0.00129643384245442	-0.654184591641026
CDA	978	0.00855136089392286	0.0012978819074293	1.21179155676068
